Annotation Cluster 1	Enrichment Score: 1.60206187483775
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1	5	62.5	0.000555180098950265	103-29-7, 101-81-5, 620-20-2, 100-44-7, 100-46-9	5	1281	8337	6.50819672131148	1	0.0172105830674582	0.000555180098950265
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd	5	62.5	0.00236661497300697	103-29-7, 101-81-5, 620-20-2, 100-44-7, 100-46-9	5	1840	8337	4.53097826086957	1	0.0709984491902092	0.00236661497300697
MESH	Benzene Derivatives	4	50	0.00239459107045645	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	730	5450	7.46575342465753	1	0.0709984491902092	0.00239459107045645
MESH	Hydrocarbons, Aromatic	4	50	0.0057641175249263	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	978	5450	5.57259713701432	1	0.161395290697936	0.0057641175249263
MULTICASE_TOX_PREDICTION	MRP3 inhibition at 10uM	4	50	0.00798207989856041	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	1606	8032	5.00124533001245	1	0.215516157261131	0.00798207989856041
MESH	Hydrocarbons, Cyclic	4	50	0.00831680377158453	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	1105	5450	4.93212669683258	1	0.216236898061198	0.00831680377158453
LEADSCOPE_TOXICITY	Neurotoxicityy-pup behavior rodent	4	50	0.00882317257212648	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	1539	7444	4.83690708252112	1	0.220579314303162	0.00882317257212648
TOXPRINT_STRUCTURE	ring:aromatic_phenyl	4	50	0.00888384766813593	103-29-7, 101-81-5, 100-44-7, 100-46-9	5	1128	8337	5.91276595744681	1	0.220579314303162	0.00888384766813593
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1_acyclic_generic	5	62.5	0.010902878242261	103-29-7, 101-81-5, 620-20-2, 100-44-7, 100-46-9	5	2695	8337	3.09350649350649	1	0.239863321329743	0.010902878242261
MESH	Hydrocarbons	4	50	0.0196336657966301	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	1471	5450	3.70496261046907	1	0.363775592351625	0.0196336657966301
LEADSCOPE_TOXICITY	Neurotoxicityy-pup behavior mouse	3	37.5	0.0272214920906931	103-29-7, 100-44-7, 100-46-9	4	734	7444	7.60626702997275	1	0.462765365541782	0.0272214920906931
TOXPRINT_STRUCTURE	ring:aromatic_benzene	5	62.5	0.133377308758163	103-29-7, 101-81-5, 620-20-2, 100-44-7, 100-46-9	5	4611	8337	1.80806766428107	1	1	0.133377308758163
MESH	Organic Chemicals	4	50	0.557250347482934	103-29-7, 101-81-5, 100-44-7, 100-46-9	4	3766	5450	1.44715878916622	1	1	0.557250347482934
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro other cells	3	37.5	0.569638240064008	103-29-7, 101-81-5, 100-44-7	4	3012	7444	1.85358565737052	1	1	0.569638240064008
