Annotation Cluster 1	Enrichment Score: 1.70416771989521
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	bond:C#N_nitrile	4	80	1.02364496907761e-05	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	182	8337	45.8076923076923	1	0.000286620591341732	1.02364496907761e-05
TOXPRINT_STRUCTURE	bond:C#N_nitrile_generic	4	80	1.59872926375384e-05	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	211	8337	39.5118483412322	1	0.000431656901213538	1.59872926375384e-05
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_aliphatic	4	80	0.000329908138780378	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	577	8337	14.4488734835355	1	0.00857761160828983	0.000329908138780378
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_acyclic	4	80	0.000491817033741731	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	659	8337	12.6509863429439	1	0.0122954258435433	0.000491817033741731
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_alkyl	4	80	0.00104158905334219	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	846	8337	9.85460992907801	1	0.0249981372802124	0.00104158905334219
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro chrom. ab. other cells	4	80	0.00130806254444361	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	815	7444	9.13374233128834	1	0.0300854385222031	0.00130806254444361
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rat	4	80	0.00188850839522685	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	921	7444	8.08251900108578	1	0.0415471846949908	0.00188850839522685
LEADSCOPE_TOXICITY	Developmental Toxicity-retardation rabbit	4	80	0.00228961531682937	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	982	7444	7.58044806517312	1	0.0480819216534167	0.00228961531682937
MULTICASE_TOX_PREDICTION	MRP4 substrates	4	80	0.0281489018774075	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	2444	8032	3.28641571194763	1	0.562978037548151	0.0281489018774075
MULTICASE_TOX_PREDICTION	BCRP substrates	4	80	0.0389363675598574	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	2723	8032	2.94968784428939	1	0.739790983637291	0.0389363675598574
MULTICASE_TOX_PREDICTION	MRP2 substrates	4	80	0.0584657454162415	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3118	8032	2.5760102629891	1	1	0.0584657454162415
MULTICASE_TOX_PREDICTION	MRP1 substrates	4	80	0.0591436024670006	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3130	8032	2.56613418530351	1	1	0.0591436024670006
LEADSCOPE_TOXICITY	Developmental Toxicity-structural rat	3	60	0.0625134030600742	105-34-0, 5459-58-5, 10258-54-5	4	1134	7444	4.92328042328042	1	1	0.0625134030600742
LEADSCOPE_TOXICITY	Reproductive Toxicity-SHE	4	80	0.0660727626660843	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3010	7444	2.47308970099668	1	1	0.0660727626660843
MULTICASE_TOX_PREDICTION	Dendritic cell activation at 1mM (CD86, CD54)	4	80	0.0942656009185426	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3656	8032	2.19693654266958	1	1	0.0942656009185426
LEADSCOPE_TOXICITY	Reproductive Toxicity- sperm mouse	3	60	0.238642195551863	105-34-0, 105-56-6, 10258-54-5	4	2365	7444	2.36067653276956	1	1	0.238642195551863
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro CHO	4	80	0.251355546646724	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3886	7444	1.91559444158518	1	1	0.251355546646724
TOXPRINT_STRUCTURE	bond:C=O_carbonyl_generic	4	80	0.254653768081008	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	4500	8337	1.85266666666667	1	1	0.254653768081008
TOXPRINT_STRUCTURE	chain:alkaneLinear_ethyl_C2(H_gt_1)	3	60	0.563752516673925	105-56-6, 5459-58-5, 10258-54-5	4	3229	8337	1.93643542892536	1	1	0.563752516673925
LEADSCOPE_TOXICITY	Reproductive Toxicity- C3H10T1-2	3	60	0.56480917165988	105-34-0, 105-56-6, 5459-58-5	4	2909	7444	1.91921622550705	1	1	0.56480917165988
LEADSCOPE_TOXICITY	Reproductive Toxicity-cell transformation	3	60	0.567367106787116	105-34-0, 105-56-6, 10258-54-5	4	2966	7444	1.88233310856372	1	1	0.567367106787116
MULTICASE_TOX_PREDICTION	MCT1 inhibition at 10uM	4	80	1	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	7105	8032	1.13047149894441	1	1	1
MULTICASE_TOX_PREDICTION	MRP5 inhibition at 50uM	4	80	1	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	7642	8032	1.0510337607956	1	1	1

Annotation Cluster 2	Enrichment Score: 1.44605668579389
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	bond:C#N_nitrile	4	80	1.02364496907761e-05	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	182	8337	45.8076923076923	1	0.000286620591341732	1.02364496907761e-05
TOXPRINT_STRUCTURE	bond:C#N_nitrile_generic	4	80	1.59872926375384e-05	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	211	8337	39.5118483412322	1	0.000431656901213538	1.59872926375384e-05
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_aliphatic	4	80	0.000329908138780378	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	577	8337	14.4488734835355	1	0.00857761160828983	0.000329908138780378
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_acyclic	4	80	0.000491817033741731	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	659	8337	12.6509863429439	1	0.0122954258435433	0.000491817033741731
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_alkyl	4	80	0.00104158905334219	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	846	8337	9.85460992907801	1	0.0249981372802124	0.00104158905334219
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro chrom. ab. other cells	4	80	0.00130806254444361	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	815	7444	9.13374233128834	1	0.0300854385222031	0.00130806254444361
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rat	4	80	0.00188850839522685	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	921	7444	8.08251900108578	1	0.0415471846949908	0.00188850839522685
LEADSCOPE_TOXICITY	Developmental Toxicity-retardation rabbit	4	80	0.00228961531682937	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	982	7444	7.58044806517312	1	0.0480819216534167	0.00228961531682937
MULTICASE_TOX_PREDICTION	MRP4 substrates	4	80	0.0281489018774075	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	2444	8032	3.28641571194763	1	0.562978037548151	0.0281489018774075
MULTICASE_TOX_PREDICTION	BCRP substrates	4	80	0.0389363675598574	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	2723	8032	2.94968784428939	1	0.739790983637291	0.0389363675598574
MULTICASE_TOX_PREDICTION	MRP2 substrates	4	80	0.0584657454162415	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3118	8032	2.5760102629891	1	1	0.0584657454162415
MULTICASE_TOX_PREDICTION	MRP1 substrates	4	80	0.0591436024670006	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3130	8032	2.56613418530351	1	1	0.0591436024670006
LEADSCOPE_TOXICITY	Developmental Toxicity-structural rat	3	60	0.0625134030600742	105-34-0, 5459-58-5, 10258-54-5	4	1134	7444	4.92328042328042	1	1	0.0625134030600742
LEADSCOPE_TOXICITY	Reproductive Toxicity-SHE	4	80	0.0660727626660843	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3010	7444	2.47308970099668	1	1	0.0660727626660843
MULTICASE_TOX_PREDICTION	Dendritic cell activation at 1mM (CD86, CD54)	4	80	0.0942656009185426	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3656	8032	2.19693654266958	1	1	0.0942656009185426
LEADSCOPE_TOXICITY	Reproductive Toxicity- sperm mouse	3	60	0.238642195551863	105-34-0, 105-56-6, 10258-54-5	4	2365	7444	2.36067653276956	1	1	0.238642195551863
LEADSCOPE_TOXICITY	Genetic Toxicity -SCE in vitro CHO	4	80	0.251355546646724	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	3886	7444	1.91559444158518	1	1	0.251355546646724
TOXPRINT_STRUCTURE	bond:C=O_carbonyl_generic	4	80	0.254653768081008	105-34-0, 105-56-6, 5459-58-5, 10258-54-5	4	4500	8337	1.85266666666667	1	1	0.254653768081008
LEADSCOPE_TOXICITY	Developmental Toxicity-visceral rodent	2	40	0.350428676501216	105-34-0, 10258-54-5	4	997	7444	3.73319959879639	1	1	0.350428676501216
LEADSCOPE_TOXICITY	Genetic Toxicity -mam. mutation DL	2	40	0.411585763432244	5459-58-5, 10258-54-5	4	1206	7444	3.08623548922056	1	1	0.411585763432244
TOXPRINT_STRUCTURE	chain:alkaneLinear_ethyl_C2(H_gt_1)	3	60	0.563752516673925	105-56-6, 5459-58-5, 10258-54-5	4	3229	8337	1.93643542892536	1	1	0.563752516673925
LEADSCOPE_TOXICITY	Reproductive Toxicity- C3H10T1-2	3	60	0.56480917165988	105-34-0, 105-56-6, 5459-58-5	4	2909	7444	1.91921622550705	1	1	0.56480917165988
LEADSCOPE_TOXICITY	Reproductive Toxicity-cell transformation	3	60	0.567367106787116	105-34-0, 105-56-6, 10258-54-5	4	2966	7444	1.88233310856372	1	1	0.567367106787116
MULTICASE_TOX_PREDICTION	PEPT1 inhibition at 100uM	2	40	0.569717362646921	105-56-6, 5459-58-5	4	1968	8032	2.04065040650406	1	1	0.569717362646921
MULTICASE_TOX_PREDICTION	MRP2 inhibition at 10uM	2	40	0.618800872647593	105-56-6, 5459-58-5	4	4083	8032	0.983590497183443	1	1	0.618800872647593
MULTICASE_TOX_PREDICTION	MCT1 substrates	2	40	1	105-56-6, 5459-58-5	4	2655	8032	1.51261770244821	1	1	1
