Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	bond:C#N_nitrile	4	80	1.02364496907761e-05	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	182	8337	45.8076923076923	1	0.000286620591341732	1.02364496907761e-05
TOXPRINT_STRUCTURE	bond:C#N_nitrile_generic	4	80	1.59872926375384e-05	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	211	8337	39.5118483412322	1	0.000431656901213538	1.59872926375384e-05
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_aliphatic	4	80	0.000329908138780378	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	577	8337	14.4488734835355	1	0.00857761160828983	0.000329908138780378
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_acyclic	4	80	0.000491817033741731	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	659	8337	12.6509863429439	1	0.0122954258435433	0.000491817033741731
TOXPRINT_STRUCTURE	bond:C(=O)O_carboxylicEster_alkyl	4	80	0.00104158905334219	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	846	8337	9.85460992907801	1	0.0249981372802124	0.00104158905334219
LEADSCOPE_TOXICITY	Genetic Toxicity -In vitro chrom. ab. other cells	4	80	0.00130806254444361	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	815	7444	9.13374233128834	1	0.0300854385222031	0.00130806254444361
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rat	4	80	0.00188850839522685	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	921	7444	8.08251900108578	1	0.0415471846949908	0.00188850839522685
LEADSCOPE_TOXICITY	Developmental Toxicity-retardation rabbit	4	80	0.00228961531682937	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	982	7444	7.58044806517312	1	0.0480819216534167	0.00228961531682937
MULTICASE_TOX_PREDICTION	MRP4 substrates	4	80	0.0281489018774075	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	2444	8032	3.28641571194763	1	0.562978037548151	0.0281489018774075
MULTICASE_TOX_PREDICTION	BCRP substrates	4	80	0.0389363675598574	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	2723	8032	2.94968784428939	1	0.739790983637291	0.0389363675598574
MULTICASE_TOX_PREDICTION	MRP2 substrates	4	80	0.0584657454162415	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	3118	8032	2.5760102629891	1	1	0.0584657454162415
MULTICASE_TOX_PREDICTION	MRP1 substrates	4	80	0.0591436024670006	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	3130	8032	2.56613418530351	1	1	0.0591436024670006
LEADSCOPE_TOXICITY	Developmental Toxicity-structural rat	3	60	0.0625134030600742	5459-58-5, 10258-54-5, 105-34-0	4	1134	7444	4.92328042328042	1	1	0.0625134030600742
LEADSCOPE_TOXICITY	Reproductive Toxicity-SHE	4	80	0.0660727626660843	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	3010	7444	2.47308970099668	1	1	0.0660727626660843
MULTICASE_TOX_PREDICTION	Dendritic cell activation at 1mM (CD86, CD54)	4	80	0.0942656009185426	5459-58-5, 105-56-6, 10258-54-5, 105-34-0	4	3656	8032	2.19693654266958	1	1	0.0942656009185426
