Category	Term	Count	%	PValue	Fold Enrichment	Benjamini
TOXCAST_ACTIVE	OT_AR_ARSRC1_0960	5	41.6666666666667	0.00100950823203153	6.77279874213836	0.395727226956358
TOXCAST_ACTIVE	ATG_GLI_CIS_up	4	33.3333333333333	0.00174289726900597	11.4866666666667	0.677987037643323
TOXCAST_ACTIVE	ATG_PXR_TRANS_up	6	50	0.00213268995856035	3.41188118811881	0.827483703921416
TOXCAST_ACTIVE	OT_FXR_FXRSRC1_0480	5	41.6666666666667	0.00568927368704165	4.33786505538771	1
TOXCAST_ACTIVE	ATG_NRF1_CIS_up	3	25	0.0100867459159611	15.1140350877193	1
TOXCAST_ACTIVE	ATG_TAL_CIS_up	3	25	0.015029803571089	12.3071428571429	1
TOXCAST_ACTIVE	ATG_HSE_CIS_up	4	33.3333333333333	0.0162350265450611	5.29339477726574	1
TOXCAST_ACTIVE	NVS_MP_rPBR	4	33.3333333333333	0.0166583393847118	5.24505327245053	1
TOXCAST_ACTIVE	NVS_MP_hPBR	4	33.3333333333333	0.0170883452769438	5.19758672699849	1
TOXCAST_ACTIVE	ATG_NURR1_TRANS_up	3	25	0.0238269019325617	9.67977528089888	1

CTD_CHEMICALS_PATHWAYS	REACT:R-HSA-1430728|Metabolism	2	16.6666666666667	0.175803085204807	8.7965367965368	1

TOXPRINT_STRUCTURE	bond:P=O_phosphate	9	75	1.67642841550388e-14	66.8743315508021	6.89012078772095e-12
TOXPRINT_STRUCTURE	bond:P=O_phosphorus_oxo	9	75	1.67693881927747e-12	38.1071609954292	6.87544915903764e-10
TOXPRINT_STRUCTURE	bond:P=O_phosphate_alkyl_ester	4	33.3333333333333	7.70420895068242e-05	40.968058968059	0.0310479620712502
TOXPRINT_STRUCTURE	bond:CX_halide_alkyl-Cl_ethyl	2	16.6666666666667	0.106169126109407	16.2991202346041	1
TOXPRINT_STRUCTURE	chain:alkaneBranch_isopropyl_C3	4	33.3333333333333	0.111777577542643	2.99273086242484	1
TOXPRINT_STRUCTURE	ring:aromatic_phenyl	4	33.3333333333333	0.143050431796434	2.68762088974855	1
TOXPRINT_STRUCTURE	bond:CX_halide_alkyl-X_ethyl	2	16.6666666666667	0.152770022025416	11.0643662906437	1
TOXPRINT_STRUCTURE	bond:CX_halide_aromatic-X_halo_phenol_ortho	2	16.6666666666667	0.19223474121131	8.61260330578512	1

CTD_CHEMICALS_DISEASES	Amino Acid Metabolism, Inborn Errors	4	33.3333333333333	0.000100525141835556	32.7133269415149	0.0403105818760578
CTD_CHEMICALS_DISEASES	Female Urogenital Diseases	4	33.3333333333333	0.000136197562539554	29.5411255411255	0.0543428274532821
CTD_CHEMICALS_DISEASES	Lipodystrophy, Familial Partial	4	33.3333333333333	0.00029045031377117	22.8839704896043	0.115308774567154
CTD_CHEMICALS_DISEASES	Disorder of Sex Development, 46,XY	3	25	0.00150208046295306	42.0197044334975	0.587313461014645
CTD_CHEMICALS_DISEASES	Mouth Neoplasms	5	41.6666666666667	0.00156396851130194	6.75483053531834	0.609947719407755
CTD_CHEMICALS_DISEASES	Lipoid congenital adrenal hyperplasia	3	25	0.00222115157849881	34.4878706199461	0.859585660879039
CTD_CHEMICALS_DISEASES	Bamforth syndrome	3	25	0.00230471663689011	33.8492063492063	0.889620621839581
CTD_CHEMICALS_DISEASES	Amyotrophic Lateral Sclerosis	4	33.3333333333333	0.00644174598842861	7.87445188091392	1
CTD_CHEMICALS_DISEASES	Arsenic Poisoning	4	33.3333333333333	0.0105298959712323	6.61368482264005	1
CTD_CHEMICALS_DISEASES	Organophosphate Poisoning	3	25	0.0113286557604202	14.9824355971897	1

HTS_ACTIVE	cytotoxicity_MMP/inhibition	8	66.6666666666667	0.000158720865953041	4.42172185430464	0.0631709046493103
HTS_ACTIVE	cytotoxicity_RXR/agonism	9	75	0.000335198188493993	3.0962077493817	0.132738482643621
HTS_ACTIVE	antagonism_AR/full/run2	7	58.3333333333333	0.00807576102378947	2.9123629112662	1
HTS_ACTIVE	cytotoxicity_PPARd/agonism	6	50	0.0154919222317374	3.1653603034134	1
HTS_ACTIVE	antagonism_RORr	5	41.6666666666667	0.0301209311786568	3.44876033057851	1
HTS_ACTIVE	cytotoxicity_EndoRS/activation	4	33.3333333333333	0.0978606322006492	3.11417910447761	1
HTS_ACTIVE	agonism_ER/full	4	33.3333333333333	0.146359399606026	2.62040816326531	1
HTS_ACTIVE	antagonism_PPARg	3	25	0.159848619306805	3.72589285714286	1
HTS_ACTIVE	antagonism_AR/partial	4	33.3333333333333	0.162322514675193	2.50254872563718	1
HTS_ACTIVE	cytotoxicity_FXR/agonism	4	33.3333333333333	0.163409671041523	2.49506726457399	1

CTD_CHEM2GENE_25	AR	4	33.3333333333333	0.000415679053734167	20.2466165413534	0.163361868117527
CTD_CHEM2GENE_25	ACHE	2	16.6666666666667	0.161742623273725	9.86373626373626	1

MULTICASE_TOX_PREDICTION	RCA fetal weight decrease, mouse	8	66.6666666666667	7.79596203552689e-07	10.4125749473343	0.000317295654845944
MULTICASE_TOX_PREDICTION	RCA fetal death, mouse	9	75	9.73685168127724e-05	3.96598452844681	0.0391421437587345
MULTICASE_TOX_PREDICTION	MRP5 substrates	8	66.6666666666667	0.000370638955610019	4.14287556415216	0.146402387465957
MULTICASE_TOX_PREDICTION	Draize skin test, 24h, rabbit	10	83.3333333333333	0.00738941398488533	1.98311194508913	1
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, strong and weak actives by NIEHS calls, research only	8	66.6666666666667	0.0148498046822874	2.28807463590072	1
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, only strong actives by NIEHS calls, research only	7	58.3333333333333	0.0174833861564937	2.60646238004729	1

MESH	Organophosphorus Compounds	7	58.3333333333333	8.57944930512421e-09	29.2337164750958	3.5089947657958e-06
MESH	Organophosphates	5	41.6666666666667	1.02767421516633e-06	48.8351254480287	0.000417235731357528
MESH	Polybrominated Biphenyls	2	16.6666666666667	0.00586025368309049	302.777777777778	1
MESH	Hydrocarbons, Brominated	2	16.6666666666667	0.0375576533289049	46.5811965811966	1
MESH	Biphenyl Compounds	2	16.6666666666667	0.0460473978270343	37.8472222222222	1
MESH	Organic Chemicals	9	75	0.065011465652838	1.44715878916622	1

CTD_CHEM2DISEASE	Edema, Cardiac	2	16.6666666666667	0.0087951828966421	181.366666666667	1
CTD_CHEM2DISEASE	Teratogenesis	2	16.6666666666667	0.0117139768575488	136.025	1
CTD_CHEM2DISEASE	Hemorrhage	2	16.6666666666667	0.129920333658279	11.7010752688172	1
CTD_CHEM2DISEASE	Nervous System Diseases	2	16.6666666666667	0.16578832159282	9.03070539419087	1

LEADSCOPE_TOXICITY	Reproductive Toxicity -sperm ratPositive	7	58.3333333333333	1.59848627573718e-07	18.036690896504	6.52182400500768e-05
LEADSCOPE_TOXICITY	Reproductive Toxicity -sperm rodent	7	58.3333333333333	3.1600790930524e-05	7.36612948826689	0.0127983203268622
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rat male	7	58.3333333333333	3.55318197124146e-05	7.21917428650596	0.0143548551638155
LEADSCOPE_TOXICITY	Genetic Toxicity -mam. mutation	7	58.3333333333333	0.000114741445123192	5.8959040506902	0.0458965780492767
LEADSCOPE_TOXICITY	Genetic Toxicity -mam. mutation DL	7	58.3333333333333	0.000372237715240919	4.80081076100977	0.146661659804922
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rodent male	6	50	0.00397137093481346	4.12867443150305	1
LEADSCOPE_TOXICITY	Genetic Toxicity -s. cerevisiae	4	33.3333333333333	0.0693412894135144	3.51214909176693	1

TOXINS_TARGETS	BE0000132	2	16.6666666666667	0.0514204545454545	19.4475138121547	1

TOXREFDB	CHR_rat_SystemicCarcinogenic_adult_PathologyNeoplastic_Urinary_Kidney	2	16.6666666666667	0.0911177473122021	15.9677419354839	1
TOXREFDB	CHR_rat_SystemicCarcinogenic_adult_PathologyNeoplastic_Urinary	2	16.6666666666667	0.135900431677666	10.531914893617	1
TOXREFDB	CHR_rat_SystemicCarcinogenic_adult_OtherSystemic_PathologyClinical_ClinicalChemistry	3	25	0.158816668049812	2.97	1
TOXREFDB	SUB_mouse_DevelopmentalReproductive	2	16.6666666666667	0.19503955856465	7.17391304347826	1

