Category	Term	Count	%	PValue	Fold Enrichment	Benjamini
MECHANISM	Modulate gene transcription	2	14.2857142857143	0.0598720292504571	16.7022900763359	1

LEADSCOPE_TOXICITY	Reproductive Toxicity -repro mouse female	7	50	1.67244769006714e-05	9.97091465748182	0.0111886750465491
LEADSCOPE_TOXICITY	Developmental Toxicity-retardation rat	9	64.2857142857143	3.16681056564713e-05	5.13812408927065	0.0209959540502405
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rodent female	7	50	0.000257292039356697	6.147711184521	0.165696073345713
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rodent	7	50	0.00106089943044347	4.7435593991807	0.655635848014064
LEADSCOPE_TOXICITY	Genetic Toxicity -chrom. ab.	7	50	0.0011444203257426	4.67713849744188	0.704962920657442
LEADSCOPE_TOXICITY	Developmental Toxicity-weight dec. rat	7	50	0.00168143234023605	4.35212561596926	1
LEADSCOPE_TOXICITY	Reproductive Toxicity- C3H10T1-2	10	71.4285714285714	0.0153951636167527	1.96842689795595	1
LEADSCOPE_TOXICITY	Neurotoxicityy-pup behavior rodent	7	50	0.0226351405204548	2.60448842904983	1
LEADSCOPE_TOXICITY	Developmental Toxicity-pre impl. loss rat	5	35.7142857142857	0.0317326705577088	3.60135462022255	1

PHARMACTIONLIST	Estrogens	2	14.2857142857143	0.00845588235294117	118.260869565217	1

DRUGBANK_TARGETS	ESRRG	2	14.2857142857143	0.00664110562376983	200.461538461538	1

TOXINS_TARGETS	BE0000557	3	21.4285714285714	0.00122166084040638	36.6666666666667	0.750099756009516
TOXINS_TARGETS	BE0000794	3	21.4285714285714	0.00465493347242161	18.7234042553191	1
TOXINS_TARGETS	BE0000132	3	21.4285714285714	0.00762295123137935	14.585635359116	1
TOXINS_TARGETS	BE0000956	3	21.4285714285714	0.0195782998757908	9.01023890784983	1
TOXINS_TARGETS	BE0000337	2	14.2857142857143	0.069915467675744	20.952380952381	1
TOXINS_TARGETS	BE0000215	2	14.2857142857143	0.10678315805646	13.5384615384615	1
TOXINS_TARGETS	BE0003536	2	14.2857142857143	0.12874008481618	11.1392405063291	1
TOXINS_TARGETS	BE0002793	2	14.2857142857143	0.131847101081375	10.8641975308642	1
TOXINS_TARGETS	BE0000123	3	21.4285714285714	0.133199333146872	3.27543424317618	1

MULTICASE_TOX_PREDICTION	OCT1 substrates	13	92.8571428571429	5.14602236163802e-07	3.33693394266722	0.000350444122827549
MULTICASE_TOX_PREDICTION	MRP1 substrates	13	92.8571428571429	1.21073508841796e-05	2.56613418530351	0.00811192509240035
MULTICASE_TOX_PREDICTION	ARE activation in keratinocytes at 1mM	13	92.8571428571429	2.99549607663553e-05	2.37985185185185	0.0198900939488599
MULTICASE_TOX_PREDICTION	MRP2 substrates	12	85.7142857142857	0.00023097796595087	2.37785562737455	0.149211766004262
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, only strong actives by NIEHS calls, research only	10	71.4285714285714	0.000319360142398045	3.15066881104617	0.204071130992351
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, strong and weak actives by NIEHS calls, research only	11	78.5714285714286	0.000348251346115798	2.66208683599988	0.222184358821879
MULTICASE_TOX_PREDICTION	RCA fetal weight decrease, rodent	6	42.8571428571429	0.0083720154632391	3.95632542484197	1
MULTICASE_TOX_PREDICTION	Human plasma protein binding, %bound	11	78.5714285714286	0.00872946943820799	1.87639638108992	1
MULTICASE_TOX_PREDICTION	Local lymph node assay, mouse, weak sensitizers (EC3 < 100%)	12	85.7142857142857	0.0161100236464442	1.68618463637795	1
MULTICASE_TOX_PREDICTION	NTCP substrates	6	42.8571428571429	0.0201459764908989	3.20681394729838	1

CTD_CHEM2DISEASE	Weight Gain	4	28.5714285714286	6.98730365129637e-05	34.2201257861635	0.0459065849890171
CTD_CHEM2DISEASE	Hypertrophy	3	21.4285714285714	0.0022852482174395	32.3869047619048	1
CTD_CHEM2DISEASE	Urethral Stricture	2	14.2857142857143	0.0045879903636777	362.733333333333	1
CTD_CHEM2DISEASE	Feminization	2	14.2857142857143	0.00915912552977851	181.366666666667	1
CTD_CHEM2DISEASE	Prostatic Diseases	2	14.2857142857143	0.0109828705562412	151.138888888889	1
CTD_CHEM2DISEASE	Urogenital Abnormalities	2	14.2857142857143	0.0164379989772025	100.759259259259	1
CTD_CHEM2DISEASE	Uterine Diseases	2	14.2857142857143	0.0182510161206491	90.6833333333333	1
CTD_CHEM2DISEASE	Uterine Neoplasms	2	14.2857142857143	0.0308674140846123	53.343137254902	1
CTD_CHEM2DISEASE	Nervous System Malformations	2	14.2857142857143	0.0308674140846123	53.343137254902	1
CTD_CHEM2DISEASE	Infertility, Female	2	14.2857142857143	0.03176359735252	51.8190476190476	1

MESH	Benzene Derivatives	9	64.2857142857143	7.95560529612862e-07	6.71917808219178	0.000540981160136746
MESH	Hydrocarbons, Aromatic	9	64.2857142857143	7.95488242415431e-06	5.01533742331288	0.00536159075388001
MESH	Hydrocarbons, Cyclic	9	64.2857142857143	2.06736833711399e-05	4.43891402714932	0.0137893468085503
MESH	Phenols	6	42.8571428571429	3.42329872413766e-05	11.8478260869565	0.0226622375537913
MESH	Benzhydryl Compounds	4	28.5714285714286	3.71918091439965e-05	50.6976744186046	0.0245837858441817
MESH	Hydrocarbons	9	64.2857142857143	0.000190251614762237	3.33446634942216	0.123283046365929

CTD_CHEM2GENE_25	AR	3	21.4285714285714	0.00749126611144245	17.7157894736842	1

MECH_LEVEL_3	estrogen receptor	2	14.2857142857143	0.013129102844639	76.1666666666667	1

HTS_ACTIVE	agonism_ER/partial	11	78.5714285714286	7.2815321447949e-10	10.2645348837209	5.00969411561889e-07
HTS_ACTIVE	agonism_ER/full	10	71.4285714285714	6.09482825667923e-06	5.0392464678179	0.00411400907325848
HTS_ACTIVE	antagonism_PPARg	8	57.1428571428571	1.14724878709259e-05	7.64285714285714	0.00769803936139125
HTS_ACTIVE	inhibition_MMP	11	78.5714285714286	1.77964567299654e-05	3.65149948293692	0.0118880330956169
HTS_ACTIVE	antagonism_AR/full/run1	8	57.1428571428571	0.000139539251498303	5.23014256619145	0.0907005134738967
HTS_ACTIVE	antagonism_ER/partial	7	50	0.000368794565451114	5.74680306905371	0.23492213819236
HTS_ACTIVE	antagonism_GR	7	50	0.000637513165934794	5.20138888888889	0.40035826820705
HTS_ACTIVE	antagonism_AR/partial	8	57.1428571428571	0.00097857383782135	3.85007496251874	0.606715779449237
HTS_ACTIVE	antagonism_AR/full/run2	9	64.2857142857143	0.0020883474044976	2.88035892323031	1
HTS_ACTIVE	cytotoxicity_H2AX/activation	7	50	0.0164601341930279	2.78094059405941	1

CTD_PATHWAY	KEGG:04114|Oocyte meiosis	4	28.5714285714286	0.00176462199992394	8.25965665236052	1
CTD_PATHWAY	KEGG:03020|RNA polymerase	2	14.2857142857143	0.010100933826662	148.038461538462	1
CTD_PATHWAY	KEGG:03060|Protein export	2	14.2857142857143	0.0131951720974233	113.205882352941	1
CTD_PATHWAY	KEGG:04130|SNARE interactions in vesicular transport	2	14.2857142857143	0.0139677228499566	106.916666666667	1
CTD_PATHWAY	KEGG:00510|N-Glycan biosynthesis	2	14.2857142857143	0.0147398702870357	101.289473684211	1
CTD_PATHWAY	KEGG:00970|Aminoacyl-tRNA biosynthesis	2	14.2857142857143	0.0155116145139649	96.225	1
CTD_PATHWAY	KEGG:03022|Basal transcription factors	2	14.2857142857143	0.0162829556360485	91.6428571428571	1
CTD_PATHWAY	KEGG:00565|Ether lipid metabolism	2	14.2857142857143	0.0262737555956392	56.6029411764706	1
CTD_PATHWAY	KEGG:00600|Sphingolipid metabolism	2	14.2857142857143	0.0270394643068353	54.9857142857143	1
CTD_PATHWAY	KEGG:03008|Ribosome biogenesis in eukaryotes	2	14.2857142857143	0.0285696772586882	52.0135135135135	1

MECH_LEVEL_2	estrogen receptor agonist	2	14.2857142857143	0.0123734533183352	80.8181818181818	1

CTD_CHEMICALS_DISEASES	Branchio-Oto-Renal Syndrome	3	21.4285714285714	4.68216237512105e-05	224.473684210526	0.0309022716757989
CTD_CHEMICALS_DISEASES	Obesity, Morbid	4	28.5714285714286	7.68621887282786e-05	33.2553606237817	0.0504215958057508
CTD_CHEMICALS_DISEASES	Wilms Tumor	4	28.5714285714286	0.00027058038254668	21.7879948914432	0.173983185977515
CTD_CHEMICALS_DISEASES	Chronobiology Disorders	3	21.4285714285714	0.00292794349879213	28.6241610738255	1
CTD_CHEMICALS_DISEASES	Vitamin A Deficiency	3	21.4285714285714	0.00813237727065249	16.99203187251	1
CTD_CHEMICALS_DISEASES	Microsatellite Instability	3	21.4285714285714	0.00819548559484144	16.9246031746032	1
CTD_CHEMICALS_DISEASES	Meningioma	3	21.4285714285714	0.0158017087896814	12.0480225988701	1
CTD_CHEMICALS_DISEASES	Weight Gain	4	28.5714285714286	0.0160943501390182	5.32459425717853	1
CTD_CHEMICALS_DISEASES	VACTERL Association With Hydrocephalus	2	14.2857142857143	0.0186214529850797	88.8541666666667	1
CTD_CHEMICALS_DISEASES	Fatigue	2	14.2857142857143	0.0209294918830719	78.9814814814815	1

MODE_CLASS	Receptor Agonist	2	14.2857142857143	0.125717017208413	7.95437262357414	1

TOXPRINT_STRUCTURE	bond:COH_alcohol_aromatic_phenol	13	92.8571428571429	2.59204457148387e-13	11.116	1.78851075432387e-10
TOXPRINT_STRUCTURE	bond:COH_alcohol_aromatic	13	92.8571428571429	4.16415955185789e-13	10.6884615384615	2.86910593123008e-10
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1-Ph	8	57.1428571428571	2.04060620391688e-08	19.4335664335664	1.39781524968306e-05
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ar-C-Ar	8	57.1428571428571	8.40922187685672e-08	15.8347578347578	5.75190776377e-05
TOXPRINT_STRUCTURE	bond:COH_alcohol_generic	13	92.8571428571429	9.99144818328873e-08	3.82431192660551	6.8241591091862e-05
TOXPRINT_STRUCTURE	chain:alkaneBranch_neopentyl_C5	9	64.2857142857143	3.45575277391485e-06	6.88755278134753	0.00234300038071427
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd	10	71.4285714285714	0.000139175685131929	3.48536789297659	0.0906033710208855
TOXPRINT_STRUCTURE	ring:aromatic_benzene	13	92.8571428571429	0.000876916381956768	1.80806766428107	0.547195822341023
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1_acyclic_generic	10	71.4285714285714	0.00301918510805257	2.37962037962038	1
TOXPRINT_STRUCTURE	bond:S=O_sulfonyl_S_(connect_Z=2)	2	14.2857142857143	0.0790782427636097	22.502024291498	1

TOXCAST_ACTIVE	NVS_NR_hER	9	64.2857142857143	7.72272387396501e-09	10.1352941176471	5.30551130141396e-06
TOXCAST_ACTIVE	NVS_NR_bER	8	57.1428571428571	1.48255374972358e-08	15.1639163916392	1.01703187231038e-05
TOXCAST_ACTIVE	NVS_NR_mERa	8	57.1428571428571	4.06660684895471e-07	9.5127674258109	0.000277342587098711
TOXCAST_ACTIVE	OT_ER_ERaERa_1440	7	50	1.58029031177985e-06	12.0730730730731	0.00107301712169852
TOXCAST_ACTIVE	NVS_NR_rAR	7	50	5.82747454288028e-06	9.7109500805153	0.00394520026552995
