Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	bond:P=O_phosphate	9	75	1.67642841550388e-14	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8	11	102	8337	66.8743315508021	1	6.89012078772095e-12	1.67642841550388e-14
TOXPRINT_STRUCTURE	bond:P=O_phosphorus_oxo	9	75	1.67693881927747e-12	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8	11	179	8337	38.1071609954292	1	6.87544915903764e-10	1.67693881927747e-12
MESH	Organophosphorus Compounds	7	58.3333333333333	8.57944930512421e-09	1241-94-7, 56803-37-3, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	145	5450	29.2337164750958	1	3.5089947657958e-06	8.57944930512421e-09
LEADSCOPE_TOXICITY	Reproductive Toxicity -sperm ratPositive	7	58.3333333333333	1.59848627573718e-07	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	321	7444	18.036690896504	1	6.52182400500768e-05	1.59848627573718e-07
MULTICASE_TOX_PREDICTION	RCA fetal weight decrease, mouse	8	66.6666666666667	7.79596203552689e-07	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8	11	561	8032	10.4125749473343	1	0.000317295654845944	7.79596203552689e-07
MESH	Organophosphates	5	41.6666666666667	1.02767421516633e-06	1241-94-7, 56803-37-3, 115-86-6, 115-96-8, 78-30-8	9	62	5450	48.8351254480287	1	0.000417235731357528	1.02767421516633e-06
LEADSCOPE_TOXICITY	Reproductive Toxicity -sperm rodent	7	58.3333333333333	3.1600790930524e-05	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	786	7444	7.36612948826689	1	0.0127983203268622	3.1600790930524e-05
LEADSCOPE_TOXICITY	Reproductive Toxicity -repro rat male	7	58.3333333333333	3.55318197124146e-05	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	802	7444	7.21917428650596	1	0.0143548551638155	3.55318197124146e-05
TOXPRINT_STRUCTURE	bond:P=O_phosphate_alkyl_ester	4	33.3333333333333	7.70420895068242e-05	1241-94-7, 115-96-8, 29761-21-5, 13674-87-8	11	74	8337	40.968058968059	1	0.0310479620712502	7.70420895068242e-05
MULTICASE_TOX_PREDICTION	RCA fetal death, mouse	9	75	9.73685168127724e-05	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8	11	1657	8032	3.96598452844681	1	0.0391421437587345	9.73685168127724e-05
CTD_CHEMICALS_DISEASES	Amino Acid Metabolism, Inborn Errors	4	33.3333333333333	0.000100525141835556	56803-37-3, 115-86-6, 13674-87-8, 79-94-7	7	149	8530	32.7133269415149	1	0.0403105818760578	0.000100525141835556
LEADSCOPE_TOXICITY	Genetic Toxicity -mam. mutation	7	58.3333333333333	0.000114741445123192	1241-94-7, 1330-78-5, 115-86-6, 115-96-8, 29761-21-5, 13674-87-8, 78-30-8	9	982	7444	5.8959040506902	1	0.0458965780492767	0.000114741445123192
CTD_CHEMICALS_DISEASES	Female Urogenital Diseases	4	33.3333333333333	0.000136197562539554	56803-37-3, 1330-78-5, 78-30-8, 79-94-7	7	165	8530	29.5411255411255	1	0.0543428274532821	0.000136197562539554
HTS_ACTIVE	cytotoxicity_MMP/inhibition	8	66.6666666666667	0.000158720865953041	1241-94-7, 56803-37-3, 1330-78-5, 115-86-6, 29761-21-5, 68937-41-7, 13674-87-8, 78-30-8	10	755	4173	4.42172185430464	1	0.0631709046493103	0.000158720865953041
CTD_CHEMICALS_DISEASES	Lipodystrophy, Familial Partial	4	33.3333333333333	0.00029045031377117	1241-94-7, 56803-37-3, 115-86-6, 79-94-7	7	213	8530	22.8839704896043	1	0.115308774567154	0.00029045031377117
HTS_ACTIVE	cytotoxicity_RXR/agonism	9	75	0.000335198188493993	1241-94-7, 56803-37-3, 115-86-6, 29761-21-5, 68937-41-7, 13674-87-8, 5436-43-1, 78-30-8, 79-94-7	10	1213	4173	3.0962077493817	1	0.132738482643621	0.000335198188493993
