Annotation Cluster 1	Enrichment Score: 7.10066003238697
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
HTS_ACTIVE	agonism_ER/partial	11	78.5714285714286	7.2815321447949e-10	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 79-97-0	13	344	4173	10.2645348837209	1	5.00969411561889e-07	7.2815321447949e-10
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ph-C1-Ph	8	57.1428571428571	2.04060620391688e-08	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 79-97-0	13	264	8337	19.4335664335664	1	1.39781524968306e-05	2.04060620391688e-08
TOXPRINT_STRUCTURE	chain:aromaticAlkane_Ar-C-Ar	8	57.1428571428571	8.40922187685672e-08	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 79-97-0	13	324	8337	15.8347578347578	1	5.75190776377e-05	8.40922187685672e-08
LEADSCOPE_TOXICITY	Developmental Toxicity-retardation rat	9	64.2857142857143	3.16681056564713e-05	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 79-97-0	13	1003	7444	5.13812408927065	1	0.0209959540502405	3.16681056564713e-05

Annotation Cluster 2	Enrichment Score: 4.30516687060888
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXPRINT_STRUCTURE	bond:COH_alcohol_aromatic_phenol	13	92.8571428571429	2.59204457148387e-13	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	750	8337	11.116	1	1.78851075432387e-10	2.59204457148387e-13
TOXPRINT_STRUCTURE	bond:COH_alcohol_aromatic	13	92.8571428571429	4.16415955185789e-13	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	780	8337	10.6884615384615	1	2.86910593123008e-10	4.16415955185789e-13
TOXPRINT_STRUCTURE	bond:COH_alcohol_generic	13	92.8571428571429	9.99144818328873e-08	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	2180	8337	3.82431192660551	1	6.8241591091862e-05	9.99144818328873e-08
MULTICASE_TOX_PREDICTION	OCT1 substrates	13	92.8571428571429	5.14602236163802e-07	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	2407	8032	3.33693394266722	1	0.000350444122827549	5.14602236163802e-07
MULTICASE_TOX_PREDICTION	MRP1 substrates	13	92.8571428571429	1.21073508841796e-05	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	3130	8032	2.56613418530351	1	0.00811192509240035	1.21073508841796e-05
MULTICASE_TOX_PREDICTION	ARE activation in keratinocytes at 1mM	13	92.8571428571429	2.99549607663553e-05	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	3375	8032	2.37985185185185	1	0.0198900939488599	2.99549607663553e-05
MULTICASE_TOX_PREDICTION	MRP2 substrates	12	85.7142857142857	0.00023097796595087	80-09-1, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	3118	8032	2.37785562737455	1	0.149211766004262	0.00023097796595087
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, only strong actives by NIEHS calls, research only	10	71.4285714285714	0.000319360142398045	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	1961	8032	3.15066881104617	1	0.204071130992351	0.000319360142398045
MULTICASE_TOX_PREDICTION	Tox21 ARE activation assay, strong and weak actives by NIEHS calls, research only	11	78.5714285714286	0.000348251346115798	80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	2553	8032	2.66208683599988	1	0.222184358821879	0.000348251346115798
TOXPRINT_STRUCTURE	ring:aromatic_benzene	13	92.8571428571429	0.000876916381956768	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	4611	8337	1.80806766428107	1	0.547195822341023	0.000876916381956768
MULTICASE_TOX_PREDICTION	Human plasma protein binding, %bound	11	78.5714285714286	0.00872946943820799	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	3622	8032	1.87639638108992	1	1	0.00872946943820799
LEADSCOPE_TOXICITY	Reproductive Toxicity- C3H10T1-2	10	71.4285714285714	0.0153951636167527	80-05-7, 77-40-7, 5613-46-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	2909	7444	1.96842689795595	1	1	0.0153951636167527
MULTICASE_TOX_PREDICTION	Local lymph node assay, mouse, weak sensitizers (EC3 < 100%)	12	85.7142857142857	0.0161100236464442	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	4397	8032	1.68618463637795	1	1	0.0161100236464442
MULTICASE_TOX_PREDICTION	Draize eye irritation test, rabbit	11	78.5714285714286	0.0775902496479041	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 1478-61-1, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	4428	8032	1.53484816899451	1	1	0.0775902496479041
MULTICASE_TOX_PREDICTION	MCT1 inhibition at 10uM	13	92.8571428571429	0.382313158596427	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 620-92-8, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	7105	8032	1.13047149894441	1	1	0.382313158596427
MULTICASE_TOX_PREDICTION	MRP5 inhibition at 50uM	12	85.7142857142857	0.449930326210065	80-09-1, 80-05-7, 77-40-7, 5613-46-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	7642	8032	0.970185009965172	1	1	0.449930326210065

Annotation Cluster 3	Enrichment Score: 3.74855071823103
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
MESH	Benzene Derivatives	9	64.2857142857143	7.95560529612862e-07	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0	10	730	5450	6.71917808219178	1	0.000540981160136746	7.95560529612862e-07
MESH	Hydrocarbons, Aromatic	9	64.2857142857143	7.95488242415431e-06	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0	10	978	5450	5.01533742331288	1	0.00536159075388001	7.95488242415431e-06
MESH	Hydrocarbons, Cyclic	9	64.2857142857143	2.06736833711399e-05	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0	10	1105	5450	4.43891402714932	1	0.0137893468085503	2.06736833711399e-05
MESH	Phenols	6	42.8571428571429	3.42329872413766e-05	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 79-95-8	10	276	5450	11.8478260869565	1	0.0226622375537913	3.42329872413766e-05
MESH	Hydrocarbons	9	64.2857142857143	0.000190251614762237	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0	10	1471	5450	3.33446634942216	1	0.123283046365929	0.000190251614762237
HTS_ACTIVE	activation_Nrf2	8	57.1428571428571	0.0232719903218125	80-05-7, 77-40-7, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0, 79-97-0	13	1141	4173	2.25065731814198	1	1	0.0232719903218125
MESH	Organic Chemicals	9	64.2857142857143	0.290277544890199	80-09-1, 80-05-7, 77-40-7, 94-18-8, 1478-61-1, 620-92-8, 79-95-8, 79-94-7, 843-55-0	10	3766	5450	1.3024429102496	1	1	0.290277544890199

Annotation Cluster 4	Enrichment Score: 3.64038470405514
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXCAST_ACTIVE	NVS_NR_mERa	8	57.1428571428571	4.06660684895471e-07	80-05-7, 77-40-7, 41481-66-7, 94-18-8, 1478-61-1, 57-63-6, 79-95-8, 79-94-7	9	161	1723	9.5127674258109	1	0.000277342587098711	4.06660684895471e-07
