Annotation Cluster 1	Enrichment Score: 5.88389131629278
Category	Term	Count	%	PValue	CASRNs	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
TOXINS_TARGETS	BE0000372	10	90.9090909090909	2.31782253766193e-19	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	34	3520	103.529411764706	1	1.05692707717384e-16	2.31782253766193e-19
TOXINS_TARGETS	GNMT	9	81.8181818181818	1.21716670159572e-16	56-55-3, 85-01-8, 83-32-9, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	31	3520	102.193548387097	1	5.53810849226053e-14	1.21716670159572e-16
TOXPRINT_STRUCTURE	ring:fused_[6_6]_naphthalene	10	90.9090909090909	1.91625676072693e-15	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	197	8337	42.3197969543147	1	8.69980569370027e-13	1.91625676072693e-15
TOXPRINT_STRUCTURE	ring:fused_PAH_phenanthrene	7	63.6363636363636	3.17689979568195e-14	56-55-3, 85-01-8, 129-00-0, 53-70-3, 50-32-8, 191-24-2, 218-01-9	10	25	8337	233.436	1	1.43913560744393e-11	3.17689979568195e-14
MESH	Polycyclic Hydrocarbons, Aromatic	10	90.9090909090909	1.69173929937112e-12	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	272	5450	20.0367647058824	1	7.64666163315745e-10	1.69173929937112e-12
MESH	Polycyclic Compounds	10	90.9090909090909	1.57998739059328e-09	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	577	5450	9.44540727902946	1	7.12574313157571e-07	1.57998739059328e-09
TOXINS_TARGETS	BE0004796	10	90.9090909090909	2.9156463321686e-09	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	400	3520	8.8	1	1.31204084947587e-06	2.9156463321686e-09
LEADSCOPE_TOXICITY	Genetic Toxicity -microbial	10	90.9090909090909	1.63691281627976e-08	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	1019	7444	7.30520117762512	1	7.31700028877052e-06	1.63691281627976e-08
LEADSCOPE_TOXICITY	Genetic Toxicity -salmonella	10	90.9090909090909	5.40237889169358e-08	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	1163	7444	6.40068787618229	1	2.40946098569533e-05	5.40237889169358e-08
CTD_CHEMICALS_DISEASES	Hyperoxia	8	72.7272727272727	7.01311864136831e-08	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 206-44-0, 191-24-2, 218-01-9	10	496	8530	13.758064516129	1	3.1208377954089e-05	7.01311864136831e-08
MESH	Hydrocarbons, Aromatic	10	90.9090909090909	1.87205491567512e-07	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	978	5450	5.57259713701432	1	8.31192382559755e-05	1.87205491567512e-07
MULTICASE_TOX_PREDICTION	BCRP inhibition at 10uM	10	90.9090909090909	2.16284518591505e-07	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	1463	8032	5.49008885850991	1	9.58140417360366e-05	2.16284518591505e-07
TOXINS_TARGETS	BE0003721	10	90.9090909090909	3.44880046351008e-07	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	677	3520	5.19940915805022	1	0.000152436980487146	3.44880046351008e-07
MESH	Hydrocarbons, Cyclic	10	90.9090909090909	5.64126925479837e-07	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	1105	5450	4.93212669683258	1	0.000248215847211128	5.64126925479837e-07
MULTICASE_TOX_PREDICTION	MRP1 inhibition at 10uM	10	90.9090909090909	1.63748356851382e-06	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	1831	8032	4.38667394866193	1	0.000717217803009052	1.63748356851382e-06
LEADSCOPE_TOXICITY	Genetic Toxicity -UDS human lymphocytes	7	63.6363636363636	5.32875123886235e-06	56-55-3, 83-32-9, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2	10	486	7444	10.7218106995885	1	0.00232866429138285	5.32875123886235e-06
MESH	Hydrocarbons	10	90.9090909090909	7.4673529107998e-06	56-55-3, 85-01-8, 83-32-9, 129-00-0, 53-70-3, 120-12-7, 50-32-8, 206-44-0, 191-24-2, 218-01-9	10	1471	5450	3.70496261046907	1	0.00325576586910871	7.4673529107998e-06
