Category	Term	Count	%	PValue	Fold Enrichment	Benjamini
TOXPRINT_STRUCTURE	ring:fused_[6_6]_naphthalene	10	90.9090909090909	1.91625676072693e-15	42.3197969543147	8.69980569370027e-13
TOXPRINT_STRUCTURE	ring:fused_PAH_phenanthrene	7	63.6363636363636	3.17689979568195e-14	233.436	1.43913560744393e-11
TOXPRINT_STRUCTURE	ring:fused_PAH_anthracene	5	45.4545454545455	3.71853803497062e-09	198.5	1.66590503966684e-06
TOXPRINT_STRUCTURE	ring:fused_PAH_benz(a)anthracene	3	27.2727272727273	2.16954225653909e-05	357.3	0.00935072712568346
TOXPRINT_STRUCTURE	ring:fused_PAH_pyrene	3	27.2727272727273	3.71505131915305e-05	277.9	0.015826118619592
TOXPRINT_STRUCTURE	ring:fused_PAH_benzophenanthrene	2	18.1818181818182	0.00323546785961068	555.8	1
TOXPRINT_STRUCTURE	ring:aromatic_benzene	10	90.9090909090909	0.0055331746630284	1.80806766428107	1
TOXPRINT_STRUCTURE	ring:fused_PAH_acenaphthylene	2	18.1818181818182	0.0107487338058778	166.74	1

CTD_CHEMICALS_DISEASES	Hyperoxia	8	72.7272727272727	7.01311864136831e-08	13.758064516129	3.1208377954089e-05
CTD_CHEMICALS_DISEASES	Acid Phosphatase Deficiency	3	27.2727272727273	1.48124094549888e-05	426.5	0.00639896088455515
CTD_CHEMICALS_DISEASES	Cecal Neoplasms	5	45.4545454545455	3.30427679482527e-05	21.4321608040201	0.0141423046818521
CTD_CHEMICALS_DISEASES	Varicose Veins	4	36.3636363636364	0.000161229112732324	31.302752293578	0.0677162273475759
CTD_CHEMICALS_DISEASES	Spherocytosis, Hereditary	3	27.2727272727273	0.00104378054269197	54.4468085106383	0.427950022503709
CTD_CHEMICALS_DISEASES	Sleep Disorders, Circadian Rhythm	3	27.2727272727273	0.00108856578631984	53.3125	0.445223406604813
CTD_CHEMICALS_DISEASES	Dermatitis, Atopic	6	54.5454545454545	0.00124765560105704	5.56909684439608	0.507795829630216
CTD_CHEMICALS_DISEASES	Neurodevelopmental Disorders	4	36.3636363636364	0.0016295343407518	14.2166666666667	0.659961408004478
CTD_CHEMICALS_DISEASES	Salmonella Infections, Animal	4	36.3636363636364	0.0030024684201317	11.4882154882155	1
CTD_CHEMICALS_DISEASES	Hepatolenticular Degeneration	5	45.4545454545455	0.00313940745083899	6.53139356814701	1

TOXCAST_ACTIVE	BSK_SAg_IL8_up	2	18.1818181818182	0.0710359236819535	23.4421768707483	1
TOXCAST_ACTIVE	ATG_RXRb_TRANS_up	4	36.3636363636364	0.0798472184314157	3.10590356016224	1
TOXCAST_ACTIVE	Tox21_AR_LUC_MDAKB2_Agonist	2	18.1818181818182	0.119158080380958	13.6746031746032	1
TOXCAST_ACTIVE	OT_ER_ERbERb_1440	3	27.2727272727273	0.129974102328696	3.97004608294931	1
TOXCAST_ACTIVE	BSK_SAg_Eselectin_up	2	18.1818181818182	0.143961659194792	11.1883116883117	1
TOXCAST_ACTIVE	BSK_3C_Proliferation_down	4	36.3636363636364	0.144440962418179	2.44310528181496	1
TOXCAST_ACTIVE	BSK_3C_TissueFactor_down	3	27.2727272727273	0.154424933343467	3.58460471567268	1
TOXCAST_ACTIVE	OT_ER_ERaERb_0480	3	27.2727272727273	0.177390641717901	3.29655612244898	1
TOXCAST_ACTIVE	APR_HepG2_OxidativeStress_72h_up	3	27.2727272727273	0.189166768409049	3.16922133660331	1
TOXCAST_ACTIVE	APR_HepG2_CellCycleArrest_72h_dn	3	27.2727272727273	0.194456910104031	3.11573236889693	1

MESH	Polycyclic Hydrocarbons, Aromatic	10	90.9090909090909	1.69173929937112e-12	20.0367647058824	7.64666163315745e-10
MESH	Polycyclic Compounds	10	90.9090909090909	1.57998739059328e-09	9.44540727902946	7.12574313157571e-07
MESH	Hydrocarbons, Aromatic	10	90.9090909090909	1.87205491567512e-07	5.57259713701432	8.31192382559755e-05
MESH	Hydrocarbons, Cyclic	10	90.9090909090909	5.64126925479837e-07	4.93212669683258	0.000248215847211128
